game,season,home_team,away_team,starting_min,outcome,home_players,away_players,player_removed
7700,6,34,25,37,-1,"[445, 518, 591, 980]","[53, 78, 307, 403, 542]",355
8831,7,24,28,37,-1,"[263, 482, 799, 933]","[206, 508, 737, 847, 1022]",754
7405,6,33,25,18,1,"[14, 311, 692, 795]","[78, 253, 366, 430, 762]",817
4755,3,30,14,34,-1,"[360, 695, 852, 958]","[263, 617, 706, 792, 904]",570
3087,2,14,34,35,-1,"[51, 617, 882, 1013]","[141, 229, 414, 724, 757]",980
6316,5,30,28,16,-1,"[221, 695, 835, 957]","[427, 616, 671, 758, 1022]",358
5307,4,26,14,21,-1,"[42, 546, 922, 953]","[263, 600, 617, 706, 792]",325
4615,3,15,30,34,1,"[385, 679, 865, 1040]","[248, 360, 695, 835, 852]",877
3646,2,30,33,14,1,"[300, 399, 695, 711]","[48, 118, 138, 609, 795]",969
131,0,9,11,13,-1,"[72, 139, 635, 856]","[283, 598, 654, 885, 901]",821
1410,1,34,10,36,-1,"[58, 141, 229, 757]","[55, 573, 717, 738, 927]",255
8468,7,11,32,40,-1,"[149, 483, 770, 949]","[249, 523, 610, 865, 950]",786
6394,5,17,0,25,-1,"[50, 112, 139, 907]","[475, 505, 545, 692, 1041]",642
5014,4,4,8,0,-1,"[269, 499, 570, 942]","[78, 140, 155, 751, 912]",653
4672,3,6,1,43,-1,"[35, 58, 64, 737]","[585, 711, 796, 814, 825]",630
5199,4,15,11,10,-1,"[387, 720, 865, 1040]","[154, 176, 588, 610, 645]",766
1517,1,3,6,27,-1,"[326, 363, 462, 803]","[216, 300, 333, 904, 1043]",827
2839,2,9,33,43,1,"[29, 72, 821, 947]","[264, 609, 698, 704, 795]",834
3337,2,15,24,24,-1,"[375, 383, 766, 809]","[613, 750, 754, 868, 952]",231
4865,3,6,12,22,1,"[64, 257, 429, 632]","[220, 311, 542, 721, 860]",407
3003,2,33,9,35,1,"[48, 601, 857, 858]","[29, 607, 821, 850, 947]",118
671,0,0,10,31,-1,"[505, 538, 545, 692]","[12, 55, 84, 694, 738]",638
1671,1,34,16,36,1,"[36, 229, 287, 757]","[24, 202, 507, 648, 837]",730
1323,1,19,20,18,-1,"[69, 460, 660, 750]","[99, 446, 823, 870, 1000]",105
8866,7,9,15,46,-1,"[522, 540, 582, 644]","[312, 435, 521, 753, 897]",1025
9389,7,7,8,20,-1,"[109, 276, 738, 1010]","[579, 817, 963, 990, 1031]",286
7060,5,33,7,25,1,"[252, 276, 371, 795]","[116, 257, 286, 460, 909]",14
4121,3,12,0,11,1,"[115, 654, 940, 992]","[13, 427, 475, 545, 701]",918
2445,1,28,15,15,1,"[150, 436, 896, 977]","[38, 119, 610, 720, 865]",453
7119,5,6,34,25,-1,"[30, 58, 289, 986]","[120, 171, 441, 518, 739]",64
2996,2,27,7,20,-1,"[33, 631, 694, 931]","[254, 286, 406, 460, 464]",905
5619,4,14,1,10,-1,"[51, 617, 904, 929]","[578, 585, 688, 796, 814]",706
63,0,28,14,11,-1,"[213, 548, 926, 1040]","[529, 617, 701, 859, 1013]",977
4539,3,27,26,16,-1,"[150, 369, 373, 640]","[325, 546, 690, 848, 953]",448
5183,4,8,17,38,-1,"[12, 157, 410, 990]","[161, 185, 338, 594, 626]",78
10421,8,23,6,22,-1,"[46, 535, 620, 640]","[410, 587, 614, 630, 963]",960
4421,3,1,19,25,-1,"[578, 585, 814, 966]","[124, 191, 276, 455, 1037]",825
732,0,34,30,10,-1,"[36, 71, 141, 365]","[117, 125, 345, 844, 969]",340
9167,7,3,9,43,-1,"[14, 542, 576, 815]","[112, 376, 545, 612, 1025]",362
8076,6,20,28,40,-1,"[61, 121, 227, 869]","[206, 331, 407, 758, 1022]",380
8679,7,6,23,21,1,"[35, 51, 129, 453]","[46, 140, 410, 827, 960]",614
9689,8,9,33,0,-1,"[40, 376, 545, 582]","[20, 268, 327, 371, 982]",112
5897,4,16,15,28,1,"[159, 306, 630, 681]","[666, 720, 766, 966, 1040]",335
511,0,29,6,16,-1,"[517, 580, 703, 719]","[35, 211, 333, 624, 1043]",806
3991,3,4,19,36,-1,"[435, 446, 635, 942]","[101, 161, 594, 812, 967]",517
9084,7,33,32,24,-1,"[371, 835, 866, 982]","[34, 249, 517, 523, 610]",692
2348,1,16,20,17,-1,"[24, 169, 308, 837]","[103, 446, 549, 870, 1000]",95
2925,2,30,17,14,1,"[125, 360, 695, 711]","[152, 153, 214, 815, 835]",958
2978,2,17,26,9,1,"[153, 214, 714, 835]","[42, 43, 641, 953, 954]",815
3817,3,20,28,34,-1,"[168, 235, 245, 888]","[114, 496, 509, 616, 864]",677
8961,7,7,28,34,-1,"[109, 248, 420, 903]","[206, 508, 616, 737, 758]",1019
8616,7,13,12,0,-1,"[96, 246, 448, 1029]","[245, 360, 619, 794, 860]",168
10633,8,0,30,31,-1,"[252, 581, 795, 798]","[104, 221, 568, 958, 969]",475
1927,1,0,26,39,1,"[505, 538, 545, 997]","[42, 641, 829, 953, 1029]",1041
9969,8,8,11,44,1,"[78, 234, 990, 1031]","[290, 434, 786, 944, 980]",579
2124,1,29,14,37,-1,"[62, 348, 517, 922]","[529, 600, 792, 882, 1013]",706
6271,5,28,6,43,-1,"[363, 671, 827, 1022]","[30, 35, 58, 216, 614]",616
2704,2,33,19,8,-1,"[129, 704, 795, 857]","[101, 276, 869, 891, 1010]",264
3672,2,34,32,40,1,"[229, 287, 414, 757]","[64, 535, 789, 802, 909]",548
8226,6,11,13,36,-1,"[139, 149, 348, 786]","[328, 373, 427, 694, 872]",378
5693,4,19,20,40,-1,"[63, 513, 529, 882]","[3, 168, 245, 669, 1029]",604
6716,5,16,19,34,-1,"[507, 630, 681, 1001]","[361, 513, 529, 532, 665]",901
9806,8,34,0,23,-1,"[108, 604, 668, 796]","[13, 252, 475, 609, 795]",518
2572,2,24,25,13,-1,"[272, 473, 506, 868]","[62, 390, 570, 820, 967]",754
9840,8,9,10,41,-1,"[141, 196, 376, 522]","[42, 50, 299, 599, 907]",582
9046,7,17,27,5,-1,"[113, 338, 364, 626]","[150, 361, 369, 733, 780]",595
3515,2,24,14,0,-1,"[473, 584, 750, 868]","[263, 600, 617, 792, 980]",952
3038,2,19,28,25,-1,"[124, 276, 869, 1010]","[114, 377, 616, 758, 896]",101
661,0,15,29,45,-1,"[177, 203, 383, 792]","[107, 186, 588, 706, 719]",725
7733,6,13,34,16,-1,"[328, 427, 617, 859]","[518, 528, 751, 980, 981]",694
7876,6,9,30,30,1,"[113, 376, 535, 612]","[104, 358, 568, 957, 969]",461
4814,3,9,27,39,-1,"[80, 85, 201, 1025]","[150, 369, 373, 448, 640]",153
9903,8,32,8,13,1,"[435, 641, 790, 992]","[30, 218, 234, 336, 357]",380
3887,3,13,18,24,-1,"[84, 165, 671, 823]","[14, 184, 768, 815, 871]",15
2670,2,1,10,36,-1,"[122, 796, 814, 966]","[130, 185, 573, 859, 927]",366
4049,3,10,30,25,1,"[63, 130, 185, 738]","[72, 570, 835, 958, 969]",1013
10598,8,13,5,11,-1,"[96, 168, 246, 745]","[94, 461, 576, 619, 712]",81
7986,6,20,2,24,-1,"[330, 380, 847, 869]","[124, 264, 363, 665, 829]",16
5851,4,16,4,21,1,"[306, 335, 630, 681]","[138, 269, 499, 609, 653]",725
10139,8,14,25,35,-1,"[483, 757, 873, 944]","[53, 150, 342, 649, 964]",138
9407,7,14,25,30,-1,"[531, 577, 757, 845]","[78, 611, 702, 762, 1008]",500
6845,5,29,33,0,1,"[250, 402, 517, 677]","[14, 129, 276, 371, 795]",465
10510,8,10,7,18,1,"[299, 346, 599, 907]","[153, 406, 738, 835, 1000]",42
598,0,34,1,12,-1,"[36, 116, 141, 365]","[27, 257, 632, 713, 814]",255
5931,4,19,4,8,-1,"[124, 264, 604, 882]","[269, 499, 570, 653, 770]",977
6013,4,3,17,12,-1,"[104, 196, 318, 927]","[112, 139, 300, 594, 626]",362
9527,7,29,24,23,-1,"[87, 465, 826, 977]","[141, 584, 830, 894, 933]",250
6004,4,6,0,33,1,"[30, 647, 815, 878]","[13, 427, 475, 545, 692]",216
3429,2,3,11,25,-1,"[104, 326, 363, 813]","[1, 645, 706, 901, 1035]",827
1615,1,25,33,31,-1,"[304, 570, 594, 820]","[48, 138, 264, 795, 857]",701
6230,5,1,19,24,-1,"[82, 110, 173, 796]","[255, 529, 665, 704, 910]",814
4780,3,13,10,15,-1,"[98, 194, 246, 977]","[67, 130, 163, 831, 925]",823
7041,5,0,32,13,-1,"[404, 446, 692, 1013]","[249, 312, 435, 555, 634]",1029
499,0,25,1,21,-1,"[373, 390, 430, 967]","[14, 122, 257, 966, 1016]",570
3331,2,27,32,40,-1,"[369, 462, 640, 694]","[46, 64, 159, 535, 909]",905
4573,3,30,27,41,-1,"[72, 360, 835, 958]","[33, 448, 462, 847, 931]",664
8901,7,13,14,44,1,"[128, 228, 872, 1029]","[577, 757, 845, 873, 1021]",656
7110,5,17,32,12,1,"[90, 320, 721, 964]","[17, 88, 312, 356, 435]",112
1706,1,14,26,9,-1,"[51, 263, 600, 980]","[42, 43, 133, 463, 1029]",859
3902,3,18,8,36,1,"[184, 768, 815, 881]","[140, 155, 157, 410, 583]",207
2636,2,18,1,25,1,"[14, 457, 817, 871]","[578, 585, 796, 814, 825]",725
5741,4,1,19,5,-1,"[578, 585, 814, 825]","[513, 529, 604, 809, 882]",796
3539,2,29,15,36,-1,"[99, 465, 588, 922]","[375, 383, 666, 687, 809]",49
10424,8,28,15,17,-1,"[165, 295, 758, 929]","[90, 601, 753, 966, 1040]",78
10271,8,9,6,42,1,"[67, 196, 376, 500]","[398, 410, 587, 614, 986]",582
385,0,23,4,30,1,"[317, 427, 832, 928]","[85, 89, 597, 653, 998]",240
3962,3,6,4,25,1,"[64, 407, 737, 905]","[269, 499, 517, 653, 942]",630
3639,2,10,11,7,1,"[55, 63, 130, 573]","[1, 283, 645, 706, 901]",840
3732,3,24,28,17,1,"[340, 434, 754, 868]","[43, 114, 377, 929, 977]",473
4857,3,25,34,32,-1,"[304, 694, 820, 1010]","[36, 345, 725, 757, 907]",430
7380,6,30,15,23,-1,"[664, 957, 958, 969]","[690, 720, 808, 865, 1040]",358
8996,7,34,1,33,1,"[518, 668, 980, 981]","[110, 164, 363, 473, 574]",691
3786,3,34,27,16,1,"[36, 141, 345, 817]","[369, 448, 462, 631, 640]",255
3183,2,18,0,0,1,"[14, 587, 871, 892]","[13, 545, 692, 701, 719]",817
61,0,19,33,9,-1,"[69, 179, 679, 1010]","[138, 263, 370, 454, 698]",105
2254,1,23,15,11,-1,"[427, 449, 816, 832]","[231, 383, 547, 610, 865]",680
3182,2,15,11,10,1,"[231, 383, 766, 865]","[117, 135, 706, 974, 1035]",720
2428,1,8,11,13,-1,"[29, 318, 410, 634]","[1, 135, 176, 654, 932]",671
990,0,23,32,44,1,"[575, 680, 745, 832]","[236, 511, 604, 740, 1002]",662
1619,1,34,0,33,-1,"[36, 141, 229, 255]","[13, 62, 505, 538, 545]",58
1316,1,3,11,16,-1,"[448, 474, 696, 803]","[103, 645, 654, 724, 1035]",462
1402,1,12,7,10,-1,"[426, 472, 688, 910]","[110, 286, 464, 562, 700]",239
10156,8,13,16,19,-1,"[168, 246, 408, 694]","[157, 159, 220, 653, 681]",96
7695,6,7,18,37,-1,"[203, 286, 420, 851]","[222, 270, 379, 406, 839]",325
10221,8,16,24,11,-1,"[157, 159, 220, 899]","[63, 284, 578, 584, 830]",765
2794,2,27,25,36,-1,"[373, 462, 631, 640]","[62, 120, 191, 668, 820]",33
7079,5,34,17,0,-1,"[171, 445, 518, 591]","[112, 139, 300, 338, 738]",528
1355,1,19,25,38,-1,"[313, 457, 835, 891]","[137, 304, 390, 570, 820]",105
9062,7,0,18,0,1,"[252, 382, 609, 795]","[184, 587, 588, 839, 859]",475
5144,4,12,24,7,1,"[220, 235, 721, 860]","[473, 584, 754, 868, 952]",542
9795,8,5,13,0,-1,"[14, 362, 619, 692]","[96, 168, 246, 408, 828]",576
172,0,8,10,34,-1,"[140, 309, 634, 671]","[55, 66, 572, 694, 721]",1034
7933,6,29,30,14,-1,"[176, 497, 677, 956]","[104, 248, 358, 568, 744]",348
3745,3,16,27,18,-1,"[137, 295, 708, 1001]","[33, 150, 373, 462, 931]",487
7713,6,28,6,36,-1,"[206, 449, 508, 1023]","[30, 284, 651, 907, 995]",758
7195,6,11,8,42,-1,"[149, 434, 483, 790]","[42, 184, 218, 579, 990]",675
2995,2,26,3,7,-1,"[43, 879, 953, 1029]","[104, 326, 363, 696, 827]",42
1267,1,14,33,37,1,"[51, 529, 701, 1013]","[370, 454, 458, 698, 795]",600
8859,7,25,16,42,-1,"[78, 366, 430, 964]","[159, 306, 630, 681, 820]",1008
7164,6,2,32,21,1,"[130, 264, 363, 604]","[46, 249, 523, 610, 621]",124
4897,3,23,34,25,-1,"[218, 240, 308, 392]","[36, 345, 725, 757, 907]",162
7886,6,7,10,44,1,"[91, 203, 420, 851]","[151, 299, 346, 486, 581]",109
3083,2,20,19,43,-1,"[71, 549, 705, 823]","[101, 124, 455, 594, 1010]",440
8202,6,23,15,0,1,"[140, 583, 781, 827]","[666, 720, 947, 966, 1040]",398
1761,1,26,4,16,-1,"[43, 463, 641, 1029]","[3, 85, 162, 952, 998]",879
10814,8,2,25,19,-1,"[102, 264, 453, 953]","[611, 702, 762, 1008, 1029]",693
10696,8,34,11,41,-1,"[108, 300, 518, 777]","[434, 545, 756, 781, 980]",751
9559,7,7,27,23,1,"[109, 276, 738, 909]","[150, 328, 369, 686, 780]",286
6009,4,18,1,14,1,"[65, 67, 525, 1019]","[137, 366, 473, 750, 796]",691
4978,4,19,3,12,-1,"[513, 529, 951, 989]","[265, 362, 363, 907, 998]",63
2753,2,27,33,0,-1,"[33, 373, 813, 931]","[129, 264, 704, 795, 857]",905
3542,2,3,23,43,-1,"[104, 196, 326, 363]","[12, 162, 240, 745, 1031]",813
5426,4,15,24,42,-1,"[666, 720, 966, 1040]","[473, 584, 754, 868, 894]",865
3586,2,10,20,15,1,"[427, 573, 840, 859]","[71, 274, 393, 549, 797]",63
4444,3,14,30,34,-1,"[263, 617, 706, 792]","[248, 664, 711, 835, 969]",904
8408,7,9,1,31,-1,"[40, 155, 376, 545]","[110, 363, 473, 528, 574]",1025
10742,8,32,1,31,-1,"[249, 641, 950, 992]","[82, 343, 402, 574, 995]",790
3465,2,14,26,13,1,"[529, 543, 651, 792]","[42, 43, 641, 690, 829]",882
9894,8,9,24,20,-1,"[40, 196, 545, 582]","[482, 584, 754, 868, 894]",612
2881,2,14,1,9,-1,"[600, 617, 651, 792]","[315, 578, 585, 796, 825]",263
7149,6,32,12,16,-1,"[17, 34, 312, 535]","[196, 361, 396, 619, 992]",610
4695,3,3,24,22,-1,"[104, 827, 998, 1000]","[584, 750, 754, 868, 952]",362
10115,8,28,14,16,-1,"[132, 707, 758, 929]","[138, 483, 527, 757, 845]",165
10199,8,5,12,17,-1,"[182, 358, 619, 779]","[129, 210, 289, 396, 645]",461
4721,3,16,3,40,1,"[295, 306, 708, 1001]","[196, 363, 926, 998, 1000]",681
4668,3,11,19,23,-1,"[531, 588, 645, 980]","[124, 191, 276, 537, 951]",1
9183,7,14,1,36,1,"[165, 529, 581, 665]","[363, 496, 574, 604, 814]",531
6511,5,25,13,11,-1,"[162, 366, 462, 804]","[96, 168, 246, 737, 871]",304
7235,6,11,16,43,-1,"[149, 434, 675, 790]","[159, 306, 630, 825, 901]",483
8926,7,32,17,38,1,"[380, 517, 790, 950]","[141, 514, 595, 649, 766]",176
9533,7,15,16,46,-1,"[191, 720, 966, 1040]","[159, 630, 681, 820, 825]",666
1318,1,23,16,15,-1,"[662, 680, 745, 832]","[31, 295, 837, 915, 1001]",928
2533,2,19,9,11,-1,"[124, 318, 455, 700]","[29, 607, 821, 834, 850]",594
9637,8,16,32,24,-1,"[159, 765, 899, 904]","[249, 380, 523, 610, 950]",653
8039,6,6,33,13,-1,"[129, 651, 907, 1019]","[20, 327, 371, 692, 737]",690
4958,4,30,20,40,-1,"[248, 360, 664, 835]","[463, 496, 677, 802, 1029]",358
5126,4,34,26,20,-1,"[36, 365, 597, 757]","[42, 325, 546, 641, 953]",393
10276,8,0,2,45,1,"[252, 475, 581, 795]","[17, 124, 453, 505, 693]",13
5190,4,33,12,37,1,"[48, 129, 311, 615]","[115, 220, 235, 440, 860]",813
2693,2,32,0,33,-1,"[64, 159, 429, 535]","[13, 505, 701, 856, 918]",604
4496,3,18,4,42,1,"[207, 587, 815, 871]","[107, 269, 653, 856, 942]",1019
9104,7,1,29,18,-1,"[110, 363, 473, 801]","[250, 270, 402, 465, 977]",507
2438,1,33,11,25,-1,"[48, 264, 609, 795]","[99, 283, 645, 901, 974]",704
5497,4,14,19,35,-1,"[600, 792, 904, 929]","[276, 513, 529, 604, 882]",617
4480,3,10,29,39,-1,"[63, 273, 859, 925]","[348, 465, 771, 922, 996]",67
5440,4,33,0,44,-1,"[129, 371, 615, 858]","[13, 427, 505, 545, 719]",264
1442,1,9,6,42,1,"[78, 455, 748, 856]","[258, 302, 333, 400, 904]",34
5602,4,12,19,5,-1,"[220, 235, 542, 721]","[124, 276, 604, 926, 977]",860
6134,4,1,23,41,1,"[82, 473, 881, 989]","[60, 265, 621, 852, 912]",1014
1052,0,12,6,22,1,"[220, 426, 487, 989]","[216, 294, 624, 630, 1043]",721
9804,8,17,9,22,1,"[113, 364, 626, 766]","[40, 196, 545, 582, 612]",416
7460,6,0,3,35,-1,"[404, 545, 641, 1041]","[85, 94, 362, 477, 815]",276
290,0,19,1,21,-1,"[457, 750, 835, 1010]","[14, 122, 257, 796, 892]",460
8857,7,12,22,0,-1,"[360, 619, 794, 860]","[16, 26, 61, 330, 546]",245
9764,8,26,1,15,-1,"[111, 394, 842, 971]","[110, 451, 473, 677, 814]",301
9092,7,11,27,21,1,"[149, 304, 483, 949]","[361, 369, 686, 733, 780]",434
10254,8,0,18,37,1,"[260, 795, 798, 952]","[54, 368, 761, 953, 987]",609
1212,0,10,7,31,-1,"[84, 462, 694, 717]","[254, 273, 276, 375, 464]",12
6233,5,9,4,33,1,"[113, 207, 376, 947]","[269, 653, 770, 834, 942]",89
7811,6,12,9,7,-1,"[245, 360, 794, 860]","[113, 376, 461, 522, 850]",619
8858,7,18,24,24,1,"[222, 588, 761, 839]","[263, 578, 584, 894, 952]",587
9860,8,1,9,41,-1,"[110, 343, 574, 814]","[40, 112, 141, 143, 545]",363
10142,8,24,33,22,1,"[284, 584, 894, 933]","[323, 371, 866, 981, 982]",868
8913,7,24,17,0,1,"[584, 830, 894, 952]","[113, 338, 364, 595, 626]",578
8140,6,27,14,15,1,"[448, 577, 708, 1021]","[58, 304, 310, 706, 929]",385
8740,7,13,22,0,1,"[96, 168, 246, 448]","[16, 330, 463, 546, 869]",427
88,0,30,23,17,1,"[117, 125, 347, 958]","[240, 317, 427, 832, 928]",969
9478,7,14,28,43,-1,"[577, 581, 757, 792]","[206, 616, 737, 847, 1022]",165
4794,3,17,13,40,1,"[152, 338, 495, 649]","[246, 300, 330, 823, 977]",606
2355,1,0,26,33,-1,"[6, 13, 538, 545]","[42, 43, 879, 953, 1029]",692
4679,3,29,18,46,-1,"[348, 510, 771, 889]","[184, 525, 747, 768, 1019]",292
693,0,25,19,12,-1,"[137, 231, 408, 570]","[105, 179, 315, 537, 679]",967
9877,8,15,30,25,1,"[666, 720, 966, 1040]","[221, 568, 695, 958, 969]",191
5647,4,10,17,22,-1,"[55, 295, 738, 925]","[139, 185, 338, 594, 642]",240
10236,8,17,33,29,-1,"[338, 364, 595, 1041]","[223, 371, 504, 866, 981]",113
1976,1,16,14,47,-1,"[295, 306, 670, 909]","[263, 600, 617, 651, 792]",683
8870,7,34,10,15,1,"[171, 355, 751, 777]","[299, 386, 599, 690, 925]",691
2322,1,10,7,18,-1,"[12, 84, 694, 927]","[273, 335, 460, 541, 660]",573
4147,3,34,24,18,-1,"[36, 116, 141, 309]","[473, 584, 754, 868, 952]",365
10003,8,29,14,18,-1,"[87, 235, 250, 465]","[312, 531, 600, 858, 1021]",270
8409,7,14,0,18,-1,"[500, 792, 931, 1021]","[13, 252, 475, 609, 795]",929
4608,3,19,25,43,-1,"[124, 276, 951, 1037]","[110, 304, 430, 717, 1010]",161
5710,4,26,30,12,-1,"[343, 546, 641, 953]","[248, 358, 360, 664, 695]",229
580,0,8,6,42,-1,"[29, 410, 751, 929]","[35, 211, 216, 294, 630]",671
6911,5,13,28,36,-1,"[96, 101, 168, 757]","[407, 427, 525, 646, 758]",583
9260,7,28,14,40,-1,"[206, 758, 847, 1022]","[500, 529, 665, 845, 873]",737
5610,4,4,12,16,1,"[130, 609, 857, 942]","[0, 220, 440, 472, 721]",138
4600,3,16,14,24,-1,"[295, 681, 804, 1001]","[263, 600, 617, 706, 792]",487
1466,1,17,9,8,-1,"[153, 272, 714, 737]","[155, 461, 821, 834, 947]",214
2903,2,6,16,39,1,"[216, 630, 737, 1043]","[202, 306, 681, 708, 1001]",35
9820,8,0,22,25,1,"[13, 252, 475, 795]","[61, 81, 546, 770, 996]",609
2770,2,28,25,43,-1,"[114, 864, 896, 977]","[191, 304, 390, 430, 820]",616
4932,4,24,4,43,1,"[473, 584, 868, 952]","[269, 499, 609, 653, 942]",894
1657,1,16,25,32,-1,"[306, 648, 837, 1001]","[137, 304, 594, 701, 820]",202
6677,5,1,19,7,-1,"[173, 379, 796, 814]","[63, 124, 264, 361, 912]",717
8144,6,24,8,8,1,"[578, 584, 868, 952]","[42, 414, 579, 990, 1031]",754
3307,2,30,7,31,1,"[345, 399, 711, 969]","[286, 406, 441, 460, 541]",695
1935,1,33,20,18,-1,"[609, 698, 704, 795]","[168, 245, 446, 797, 1000]",264
7280,6,26,6,42,-1,"[295, 462, 546, 953]","[30, 284, 484, 986, 995]",922
7982,6,7,17,20,-1,"[109, 235, 766, 1010]","[112, 300, 408, 642, 738]",286
6335,5,13,19,41,1,"[96, 141, 155, 817]","[264, 529, 604, 665, 912]",246
1289,1,31,15,44,-1,"[173, 207, 311, 584]","[231, 610, 725, 792, 865]",754
3574,2,10,29,33,1,"[63, 130, 427, 738]","[49, 90, 348, 588, 819]",573
5469,4,1,11,34,-1,"[366, 487, 688, 814]","[191, 531, 610, 645, 901]",825
8343,6,7,15,0,-1,"[165, 286, 724, 766]","[666, 720, 947, 966, 1040]",909
8419,7,7,14,10,1,"[248, 286, 420, 1010]","[165, 500, 529, 757, 1021]",352
3535,2,19,14,42,-1,"[101, 276, 455, 537]","[263, 600, 617, 792, 980]",594
4376,3,30,15,8,-1,"[664, 695, 852, 958]","[387, 720, 766, 865, 1040]",835
1052,0,12,6,25,-1,"[220, 426, 472, 487]","[300, 624, 630, 881, 1043]",721
8259,6,32,34,13,1,"[17, 249, 805, 892]","[0, 143, 591, 980, 981]",34
3023,2,27,0,12,1,"[33, 448, 640, 694]","[505, 545, 701, 856, 918]",631
78,0,28,21,37,-1,"[399, 425, 548, 977]","[99, 148, 245, 446, 823]",213
2698,2,15,24,13,-1,"[375, 383, 467, 720]","[207, 272, 311, 506, 754]",231
4124,3,19,11,8,-1,"[124, 276, 594, 1037]","[1, 176, 645, 901, 980]",191
9048,7,29,15,31,-1,"[3, 87, 402, 465]","[191, 666, 720, 947, 1040]",865
10151,8,23,5,23,-1,"[183, 535, 903, 978]","[94, 121, 576, 692, 712]",178
379,0,3,33,43,-1,"[363, 422, 696, 827]","[48, 138, 264, 698, 795]",326
10555,8,26,4,0,-1,"[403, 462, 642, 752]","[1, 721, 760, 792, 970]",412
859,0,21,0,39,-1,"[99, 245, 823, 1000]","[62, 505, 538, 545, 1041]",446
9613,8,6,23,27,-1,"[35, 284, 587, 614]","[140, 398, 463, 903, 978]",630
4208,3,8,6,13,-1,"[60, 157, 410, 511]","[35, 257, 468, 737, 905]",583
5475,4,26,12,26,1,"[42, 325, 546, 690]","[220, 235, 721, 860, 992]",500
1616,1,26,14,11,-1,"[42, 463, 590, 848]","[51, 529, 600, 617, 980]",609
4019,3,32,0,36,-1,"[46, 390, 669, 919]","[13, 427, 475, 545, 701]",34
5707,4,15,17,32,1,"[234, 666, 877, 966]","[50, 112, 185, 338, 517]",720
3222,2,26,27,17,1,"[42, 690, 861, 879]","[19, 631, 640, 694, 905]",641
5258,4,34,23,31,-1,"[36, 365, 597, 1037]","[33, 218, 827, 965, 1031]",757
8702,7,22,15,33,1,"[16, 546, 640, 869]","[312, 521, 720, 725, 947]",330
10297,8,26,18,40,-1,"[391, 479, 623, 842]","[54, 154, 588, 761, 1039]",394
8930,7,14,6,14,-1,"[500, 531, 757, 873]","[35, 453, 614, 699, 995]",165
6251,5,24,11,20,1,"[578, 584, 868, 894]","[369, 588, 645, 790, 951]",434
10574,8,15,17,42,-1,"[90, 473, 666, 966]","[164, 338, 595, 991, 1041]",1010
8726,7,12,9,18,1,"[130, 396, 645, 773]","[112, 376, 545, 582, 850]",794
9201,7,16,4,22,1,"[157, 306, 765, 825]","[196, 499, 597, 942, 970]",159
4886,3,14,28,32,1,"[263, 600, 617, 882]","[43, 616, 671, 758, 864]",792
6461,5,23,9,41,1,"[33, 392, 965, 1000]","[80, 207, 461, 522, 850]",398
2188,1,17,33,14,-1,"[152, 153, 715, 815]","[609, 698, 704, 795, 858]",214
3334,2,34,4,17,1,"[229, 287, 467, 757]","[85, 107, 269, 517, 962]",36
2589,2,29,27,33,1,"[90, 107, 517, 922]","[33, 369, 373, 813, 905]",465
103,0,16,8,20,-1,"[31, 68, 295, 1001]","[43, 140, 318, 671, 1034]",306
6047,4,28,24,25,-1,"[43, 616, 671, 1022]","[578, 584, 868, 894, 952]",363
7287,6,15,8,16,-1,"[496, 690, 808, 1040]","[43, 184, 218, 530, 579]",1019
3829,3,17,10,33,1,"[50, 152, 500, 642]","[63, 65, 130, 925, 927]",112
5549,4,8,14,35,-1,"[140, 410, 751, 990]","[600, 617, 706, 792, 929]",12
1653,1,9,12,35,1,"[155, 821, 834, 947]","[44, 397, 472, 566, 721]",461
8683,7,32,30,21,-1,"[80, 249, 610, 950]","[221, 568, 664, 958, 969]",34
10117,8,17,27,0,-1,"[113, 364, 519, 595]","[23, 328, 369, 686, 780]",1041
7213,6,24,9,15,1,"[588, 754, 799, 830]","[40, 522, 596, 612, 1025]",331
5709,4,25,20,46,-1,"[304, 390, 408, 430]","[3, 168, 245, 980, 1029]",869
1602,1,18,10,21,1,"[14, 184, 194, 361]","[55, 84, 573, 694, 927]",819
9484,7,23,2,19,1,"[33, 140, 781, 960]","[264, 505, 677, 693, 796]",398
2558,2,4,0,42,-1,"[49, 85, 269, 499]","[13, 505, 692, 719, 856]",952
5063,4,7,20,6,-1,"[286, 460, 464, 1000]","[168, 245, 326, 669, 980]",119
8212,6,1,0,31,1,"[82, 473, 796, 908]","[67, 475, 545, 609, 727]",110
2732,2,34,28,29,1,"[36, 58, 141, 255]","[114, 377, 616, 758, 929]",229
9737,8,32,33,13,-1,"[380, 435, 641, 790]","[223, 371, 504, 866, 981]",992
2854,2,25,14,21,-1,"[430, 570, 820, 967]","[263, 600, 617, 792, 1013]",390
7857,6,15,27,42,-1,"[312, 720, 947, 1040]","[369, 487, 577, 686, 708]",966
124,0,16,23,17,-1,"[31, 295, 306, 466]","[240, 317, 427, 745, 832]",1001
2494,2,19,10,14,-1,"[124, 161, 594, 869]","[55, 109, 130, 185, 573]",455
10405,8,23,16,20,-1,"[183, 620, 960, 978]","[306, 389, 899, 994, 1001]",535
2739,2,11,10,9,-1,"[645, 706, 812, 1035]","[55, 185, 427, 859, 927]",1014
6692,5,28,18,27,-1,"[363, 427, 616, 758]","[587, 649, 691, 761, 839]",827
